mean_predicted,observed_frequency,n_events
0.14186455844340012,0.20689655172413793,29
0.2474594480860482,0.27586206896551724,29
0.3177319591502934,0.27586206896551724,29
0.35774796964012856,0.3793103448275862,29
0.4023079986881543,0.35714285714285715,28
0.448579841119602,0.4642857142857143,28
0.48739384796961127,0.6666666666666666,30
0.5153816682591811,0.4827586206896552,29
0.5493855230173987,0.6551724137931034,29
0.6216651363592474,0.7241379310344828,29
